ZIP_3_DIGIT,popcount,year
495,264055,2010
484,199911,2010
486,199911,2010
487,199911,2010
488,199911,2010
480,162789,2010
484,162789,2010
484,70606,2010
486,70606,2010
488,70606,2010
490,76186,2010
481,345290,2010
492,345290,2010
480,1815734,2010
481,1815734,2010
482,1815734,2010
483,1815734,2010
550,331302,2010
551,331302,2010
553,331302,2010
554,331302,2010
553,91361,2010
555,91361,2010
560,91361,2010
550,399100,2010
551,399100,2010
553,399100,2010
551,1154623,2010
553,1154623,2010
554,1154623,2010
559,144509,2010
551,509320,2010
554,509320,2010
556,200155,2010
557,200155,2010
558,200155,2010
566,200155,2010
550,130487,2010
553,130487,2010
560,130487,2010
553,88691,2010
563,88691,2010
553,150785,2010
563,150785,2010
550,238844,2010
551,238844,2010
553,125118,2010
386,161746,2010
394,75113,2010
395,75113,2010
395,187785,2010
390,245629,2010
391,245629,2010
392,245629,2010
394,139698,2010
395,139698,2010
391,67870,2010
394,67870,2010
393,80229,2010
388,83048,2010
390,95552,2010
391,95552,2010
392,95552,2010
390,142018,2010
391,142018,2010
392,142018,2010
650,163232,2010
652,163232,2010
644,89144,2010
645,89144,2010
637,75895,2010
640,99723,2010
641,99723,2010
647,99723,2010
656,77825,2010
657,77825,2010
640,222718,2010
641,222718,2010
644,222718,2010
650,76182,2010
651,76182,2010
630,101508,2010
654,101508,2010
656,275414,2010
657,275414,2010
658,275414,2010
640,675259,2010
641,675259,2010
649,675259,2010
647,117770,2010
648,117770,2010
630,219084,2010
636,219084,2010
640,89677,2010
641,89677,2010
644,89677,2010
633,361602,2010
630,65498,2010
636,65498,2010
630,998881,2010
631,998881,2010
631,319156,2010
594,81519,2010
598,90901,2010
599,90901,2010
590,89658,2010
597,89658,2010
598,109494,2010
590,148432,2010
591,148432,2010
680,518777,2010
681,518777,2010
680,286141,2010
683,286141,2010
684,286141,2010
685,286141,2010
680,159709,2010
681,159709,2010
890,1954260,2010
891,1954260,2010
894,422528,2010
895,422528,2010
897,422528,2010
32,77049,2010
34,77049,2010
36,77049,2010
32,89108,2010
35,89108,2010
37,89108,2010
30,401057,2010
31,401057,2010
32,401057,2010
34,401057,2010
30,146400,2010
31,146400,2010
32,146400,2010
33,146400,2010
30,295360,2010
31,295360,2010
32,295360,2010
38,295360,2010
30,123198,2010
32,123198,2010
38,123198,2010
80,274685,2010
82,274685,2010
83,274685,2010
84,274685,2010
70,906541,2010
74,906541,2010
75,906541,2010
76,906541,2010
80,449149,2010
81,449149,2010
82,449149,2010
85,449149,2010
86,449149,2010
80,513607,2010
81,513607,2010
82,97253,2010
83,97253,2010
82,157149,2010
83,157149,2010
70,784228,2010
71,784228,2010
72,784228,2010
74,784228,2010
80,288581,2010
83,288581,2010
70,635294,2010
73,635294,2010
78,128373,2010
79,128373,2010
85,128373,2010
88,128373,2010
85,366789,2010
86,366789,2010
70,810986,2010
77,810986,2010
85,810986,2010
88,810986,2010
89,810986,2010
77,630966,2010
85,630966,2010
86,630966,2010
87,630966,2010
70,492694,2010
74,492694,2010
78,492694,2010
79,492694,2010
77,577603,2010
80,577603,2010
85,577603,2010
87,577603,2010
70,501860,2010
71,501860,2010
74,501860,2010
75,501860,2010
80,66058,2010
83,66058,2010
70,324194,2010
79,324194,2010
85,324194,2010
88,324194,2010
74,149239,2010
78,149239,2010
70,537661,2010
71,537661,2010
72,537661,2010
79,537661,2010
88,537661,2010
78,108714,2010
88,108714,2010
870,664639,2010
871,664639,2010
881,65779,2010
882,65779,2010
883,65779,2010
879,210538,2010
880,210538,2010
870,71797,2010
873,71797,2010
870,132330,2010
871,132330,2010
875,132330,2010
870,130145,2010
873,130145,2010
874,130145,2010
870,144606,2010
875,144606,2010
870,76759,2010
871,76759,2010
120,303833,2010
121,303833,2010
122,303833,2010
123,303833,2010
124,303833,2010
104,1386657,2010
105,1386657,2010
107,1386657,2010
108,1386657,2010
137,200272,2010
138,200272,2010
139,200272,2010
140,80229,2010
141,80229,2010
147,80229,2010
130,79978,2010
131,79978,2010
148,79978,2010
140,134768,2010
141,134768,2010
147,134768,2010
148,88824,2010
149,88824,2010
129,82115,2010
105,297577,2010
125,297577,2010
126,297577,2010
140,918652,2010
141,918652,2010
142,918652,2010
130,116582,2010
131,116582,2010
136,116582,2010
112,2508340,2010
114,2508340,2010
144,65333,2010
145,65333,2010
148,65333,2010
130,73439,2010
131,73439,2010
133,73439,2010
134,73439,2010
144,744389,2010
145,744389,2010
146,744389,2010
110,1341245,2010
115,1341245,2010
116,1341245,2010
117,1341245,2010
118,1341245,2010
100,1586698,2010
101,1586698,2010
102,1586698,2010
104,1586698,2010
140,216546,2010
141,216546,2010
143,216546,2010
130,234845,2010
131,234845,2010
133,234845,2010
134,234845,2010
135,234845,2010
130,467204,2010
131,467204,2010
132,467204,2010
131,108116,2010
144,108116,2010
145,108116,2010
109,373355,2010
125,373355,2010
127,373355,2010
130,122114,2010
131,122114,2010
133,122114,2010
134,122114,2010
136,122114,2010
105,99713,2010
125,99713,2010
110,2233841,2010
111,2233841,2010
113,2233841,2010
114,2233841,2010
115,2233841,2010
116,2233841,2010
120,159428,2010
121,159428,2010
103,469363,2010
109,312183,2010
129,111894,2010
136,111894,2010
120,219960,2010
121,219960,2010
123,219960,2010
128,219960,2010
120,154889,2010
121,154889,2010
123,154889,2010
144,98930,2010
145,98930,2010
148,98930,2010
5,1494434,2010
63,1494434,2010
117,1494434,2010
119,1494434,2010
109,77500,2010
124,77500,2010
125,77500,2010
127,77500,2010
130,101620,2010
131,101620,2010
137,101620,2010
138,101620,2010
148,101620,2010
124,182435,2010
125,182435,2010
127,182435,2010
128,65697,2010
131,93753,2010
144,93753,2010
145,93753,2010
104,950541,2010
105,950541,2010
106,950541,2010
107,950541,2010
108,950541,2010
272,151528,2010
273,151528,2010
284,107992,2010
287,238832,2010
288,238832,2010
280,90771,2010
281,90771,2010
286,90771,2010
287,90771,2010
280,178588,2010
281,178588,2010
282,178588,2010
286,82998,2010
285,66685,2010
280,154389,2010
281,154389,2010
286,154389,2010
280,98050,2010
281,98050,2010
286,98050,2010
285,103908,2010
283,320267,2010
270,162930,2010
271,162930,2010
272,162930,2010
273,162930,2010
281,162930,2010
272,268454,2010
275,268454,2010
276,268454,2010
277,268454,2010
270,351335,2010
271,351335,2010
272,351335,2010
273,351335,2010
280,206213,2010
281,206213,2010
272,489681,2010
273,489681,2010
274,489681,2010
273,115733,2010
275,115733,2010
283,115733,2010
287,106978,2010
270,159771,2010
280,159771,2010
281,159771,2010
286,159771,2010
275,169735,2010
276,169735,2010
278,169735,2010
283,169735,2010
280,78450,2010
281,78450,2010
286,78450,2010
280,923427,2010
281,923427,2010
282,923427,2010
272,88569,2010
273,88569,2010
283,88569,2010
275,95938,2010
278,95938,2010
284,203341,2010
284,179471,2010
285,179471,2010
272,134197,2010
273,134197,2010
275,134197,2010
277,134197,2010
278,168817,2010
285,168817,2010
272,141960,2010
273,141960,2010
283,134473,2010
270,93641,2010
272,93641,2010
273,93641,2010
270,138446,2010
280,138446,2010
281,138446,2010
286,138446,2010
280,67772,2010
281,67772,2010
287,67772,2010
270,73694,2010
286,73694,2010
280,202206,2010
281,202206,2010
282,202206,2010
275,906969,2010
276,906969,2010
277,906969,2010
275,122907,2010
278,122907,2010
283,122907,2010
285,122907,2010
270,69287,2010
286,69287,2010
275,81359,2010
278,81359,2010
584,81666,2010
585,81666,2010
580,150230,2010
581,150230,2010
582,66991,2010
458,106205,2010
440,101429,2010
444,101429,2010
437,70319,2010
439,70319,2010
450,368630,2010
452,368630,2010
453,368630,2010
430,138193,2010
431,138193,2010
453,138193,2010
455,138193,2010
451,197604,2010
452,197604,2010
439,107800,2010
444,107800,2010
446,107800,2010
440,1278208,2010
441,1278208,2010
442,1278208,2010
430,175250,2010
432,175250,2010
433,175250,2010
434,77070,2010
440,77070,2010
448,77070,2010
430,146351,2010
431,146351,2010
430,1165897,2010
431,1165897,2010
432,1165897,2010
440,93408,2010
442,93408,2010
444,93408,2010
431,161605,2010
450,161605,2010
451,161605,2010
453,161605,2010
454,161605,2010
450,802252,2010
451,802252,2010
452,802252,2010
433,74727,2010
435,74727,2010
448,74727,2010
458,74727,2010
439,69614,2010
440,230101,2010
441,230101,2010
430,166701,2010
431,166701,2010
437,166701,2010
438,166701,2010
440,301449,2010
442,301449,2010
448,301449,2010
434,441468,2010
435,441468,2010
436,441468,2010
444,238310,2010
445,238310,2010
446,238310,2010
433,66482,2010
448,66482,2010
440,172592,2010
442,172592,2010
443,172592,2010
448,172592,2010
453,102461,2010
454,102461,2010
450,535059,2010
453,535059,2010
454,535059,2010
430,86142,2010
437,86142,2010
438,86142,2010
442,161386,2010
443,161386,2010
444,161386,2010
446,161386,2010
430,124177,2010
448,124177,2010
449,124177,2010
431,78090,2010
451,78090,2010
456,78090,2010
456,79506,2010
442,375321,2010
446,375321,2010
447,375321,2010
440,541565,2010
441,541565,2010
442,541565,2010
443,541565,2010
446,541565,2010
447,541565,2010
440,209936,2010
442,209936,2010
444,209936,2010
445,209936,2010
437,92542,2010
438,92542,2010
446,92542,2010
450,213192,2010
451,213192,2010
452,213192,2010
453,213192,2010
454,213192,2010
442,114505,2010
446,114505,2010
448,114505,2010
434,125502,2010
435,125502,2010
436,125502,2010
448,125502,2010
458,125502,2010
730,116237,2010
731,116237,2010
737,116237,2010
730,256895,2010
731,256895,2010
748,256895,2010
730,125368,2010
735,125368,2010
740,70133,2010
741,70133,2010
744,70133,2010
744,71110,2010
730,721178,2010
731,721178,2010
748,721178,2010
730,77448,2010
740,77448,2010
748,77448,2010
730,69608,2010
748,69608,2010
740,86988,2010
741,86988,2010
743,86988,2010
740,605418,2010
741,605418,2010
740,73349,2010
741,73349,2010
743,73349,2010
744,73349,2010
973,85575,2010
974,85575,2010
970,376891,2010
971,376891,2010
972,376891,2010
973,376891,2010
977,157894,2010
974,107638,2010
977,107638,2010
974,203462,2010
975,203462,2010
974,82807,2010
975,82807,2010
976,64723,2010
977,64723,2010
973,351983,2010
974,351983,2010
973,116910,2010
974,116910,2010
970,316096,2010
971,316096,2010
973,316096,2010
970,737902,2010
971,737902,2010
972,737902,2010
971,75625,2010
973,75625,2010
978,76079,2010
970,531744,2010
971,531744,2010
972,531744,2010
971,99391,2010
973,99391,2010
170,101485,2010
172,101485,2010
173,101485,2010
150,1223583,2010
151,1223583,2010
152,1223583,2010
153,1223583,2010
156,1223583,2010
160,1223583,2010
156,68839,2010
157,68839,2010
160,68839,2010
162,68839,2010
150,170567,2010
151,170567,2010
160,170567,2010
161,170567,2010
170,411850,2010
175,411850,2010
180,411850,2010
194,411850,2010
195,411850,2010
196,411850,2010
159,127031,2010
166,127031,2010
180,625472,2010
189,625472,2010
190,625472,2010
191,625472,2010
194,625472,2010
150,184059,2010
160,184059,2010
161,184059,2010
162,184059,2010
163,184059,2010
157,143498,2010
159,143498,2010
166,143498,2010
180,65220,2010
182,65220,2010
183,65220,2010
186,65220,2010
166,154127,2010
168,154127,2010
175,499797,2010
190,499797,2010
193,499797,2010
194,499797,2010
195,499797,2010
157,81562,2010
158,81562,2010
166,81562,2010
168,81562,2010
177,67268,2010
178,67268,2010
179,67268,2010
186,67268,2010
161,88657,2010
163,88657,2010
164,88657,2010
170,235861,2010
172,235861,2010
173,235861,2010
170,268220,2010
171,268220,2010
179,268220,2010
190,559276,2010
191,559276,2010
193,559276,2010
164,280686,2010
165,280686,2010
150,136446,2010
154,136446,2010
155,136446,2010
156,136446,2010
170,149834,2010
172,149834,2010
156,88847,2010
157,88847,2010
159,88847,2010
162,88847,2010
184,214367,2010
185,214367,2010
186,214367,2010
170,520156,2010
173,520156,2010
175,520156,2010
176,520156,2010
193,520156,2010
195,520156,2010
160,90968,2010
161,90968,2010
170,133688,2010
175,133688,2010
179,133688,2010
195,133688,2010
180,350106,2010
181,350106,2010
189,350106,2010
195,350106,2010
178,320795,2010
182,320795,2010
186,320795,2010
187,320795,2010
169,116143,2010
177,116143,2010
178,116143,2010
160,116558,2010
161,116558,2010
163,116558,2010
180,169896,2010
182,169896,2010
183,169896,2010
184,169896,2010
186,169896,2010
180,801052,2010
189,801052,2010
190,801052,2010
191,801052,2010
193,801052,2010
194,801052,2010
195,801052,2010
180,298101,2010
181,298101,2010
183,298101,2010
170,94366,2010
177,94366,2010
178,94366,2010
190,1528306,2010
191,1528306,2010
179,148228,2010
182,148228,2010
195,148228,2010
154,77626,2010
155,77626,2010
156,77626,2010
159,77626,2010
150,207875,2010
151,207875,2010
152,207875,2010
153,207875,2010
154,207875,2010
150,365012,2010
151,365012,2010
152,365012,2010
154,365012,2010
155,365012,2010
156,365012,2010
157,365012,2010
159,365012,2010
162,365012,2010
170,435490,2010
173,435490,2010
174,435490,2010
28,166103,2010
29,166103,2010
28,82852,2010
28,627070,2010
29,627070,2010
28,127008,2010
290,160565,2010
291,160565,2010
298,160565,2010
296,187269,2010
299,162989,2010
290,178783,2010
294,178783,2010
294,351482,2010
290,68617,2010
291,68617,2010
295,68617,2010
290,137476,2010
294,137476,2010
291,137088,2010
295,137088,2010
293,452859,2010
296,452859,2010
291,69703,2010
296,69703,2010
298,69703,2010
295,270430,2010
290,76889,2010
297,76889,2010
290,66500,2010
291,66500,2010
293,66500,2010
296,66500,2010
290,263406,2010
291,263406,2010
292,263406,2010
296,74359,2010
290,92346,2010
291,92346,2010
294,92346,2010
296,119217,2010
290,385745,2010
291,385745,2010
292,385745,2010
293,284713,2010
296,284713,2010
290,107570,2010
291,107570,2010
297,226971,2010
570,169987,2010
571,169987,2010
577,101348,2010
377,75160,2010
378,75160,2010
379,75160,2010
377,123119,2010
378,123119,2010
379,123119,2010
373,99078,2010
370,628133,2010
371,628133,2010
372,628133,2010
376,68797,2010
377,68797,2010
378,68797,2010
373,337294,2010
374,337294,2010
377,433108,2010
378,433108,2010
379,433108,2010
380,98395,2010
383,98395,2010
370,81141,2010
371,81141,2010
384,81141,2010
370,173307,2010
371,173307,2010
422,173307,2010
385,72564,2010
370,66469,2010
371,66469,2010
370,263740,2010
371,263740,2010
377,90072,2010
378,90072,2010
379,90072,2010
375,929030,2010
380,929030,2010
381,929030,2010
376,156794,2010
378,156794,2010
370,161250,2010
371,161250,2010
376,123338,2010
370,184035,2010
371,184035,2010
372,184035,2010
384,184035,2010
370,114537,2010
371,114537,2010
759,86953,2010
786,74403,2010
789,74403,2010
765,313000,2010
780,1723780,2010
781,1723780,2010
782,1723780,2010
755,92723,2010
774,314494,2010
775,314494,2010
778,195693,2010
785,408054,2010
750,788407,2010
751,788407,2010
752,788407,2010
753,788407,2010
754,788407,2010
780,109382,2010
781,109382,2010
782,109382,2010
786,109382,2010
765,75645,2010
766,75645,2010
750,2377351,2010
751,2377351,2010
752,2377351,2010
753,2377351,2010
760,2377351,2010
750,667053,2010
752,667053,2010
760,667053,2010
761,667053,2010
762,667053,2010
797,137145,2010
751,150462,2010
760,150462,2010
766,150462,2010
798,804338,2010
799,804338,2010
770,590350,2010
774,590350,2010
775,590350,2010
775,292607,2010
776,292607,2010
750,121145,2010
754,121145,2010
762,121145,2010
756,121854,2010
781,132431,2010
786,132431,2010
770,4110771,2010
772,4110771,2010
773,4110771,2010
774,4110771,2010
775,4110771,2010
756,65766,2010
781,158312,2010
786,158312,2010
787,158312,2010
751,78647,2010
757,78647,2010
758,78647,2010
785,780087,2010
751,86353,2010
754,86353,2010
776,252390,2010
777,252390,2010
760,151211,2010
751,103927,2010
754,103927,2010
773,75868,2010
775,75868,2010
793,280237,2010
794,280237,2010
765,236028,2010
766,236028,2010
767,236028,2010
797,136975,2010
773,459018,2010
774,459018,2010
778,459018,2010
783,340480,2010
784,340480,2010
776,81930,2010
760,117283,2010
761,117283,2010
764,117283,2010
790,121446,2010
791,121446,2010
790,121208,2010
791,121208,2010
750,79003,2010
751,79003,2010
783,64586,2010
751,210512,2010
756,210512,2010
757,210512,2010
750,1817658,2010
752,1817658,2010
760,1817658,2010
761,1817658,2010
762,1817658,2010
795,131896,2010
796,131896,2010
768,110679,2010
769,110679,2010
733,1030806,2010
765,1030806,2010
786,1030806,2010
787,1030806,2010
779,86878,2010
758,68185,2010
773,68185,2010
778,68185,2010
780,251632,2010
783,251632,2010
763,131685,2010
765,426645,2010
786,426645,2010
787,426645,2010
843,113417,2010
840,307856,2010
843,307856,2010
844,307856,2010
840,1033910,2010
841,1033910,2010
840,520049,2010
846,520049,2010
847,138451,2010
840,232228,2010
842,232228,2010
843,232228,2010
844,232228,2010
54,156705,2010
56,156705,2010
229,99150,2010
245,99150,2010
203,209457,2010
204,209457,2010
205,209457,2010
220,209457,2010
221,209457,2010
222,209457,2010
228,74192,2010
229,74192,2010
244,74192,2010
240,68735,2010
241,68735,2010
245,68735,2010
231,317102,2010
232,317102,2010
238,317102,2010
200,1086743,2010
201,1086743,2010
202,1086743,2010
220,1086743,2010
221,1086743,2010
222,1086743,2010
223,1086743,2010
201,62971,2010
224,62971,2010
225,62971,2010
226,62971,2010
227,62971,2010
226,78511,2010
225,99948,2010
230,99948,2010
231,99948,2010
230,307435,2010
231,307435,2010
232,307435,2010
230,67237,2010
231,67237,2010
201,315134,2010
220,315134,2010
240,94531,2010
241,94531,2010
243,94531,2010
201,406110,2010
220,406110,2010
221,406110,2010
240,92389,2010
241,92389,2010
228,76413,2010
244,76413,2010
224,122853,2010
225,122853,2010
229,122853,2010
230,122853,2010
231,122853,2010
221,129745,2010
224,129745,2010
225,129745,2010
227,129745,2010
231,65467,2010
236,65467,2010
222,140912,2010
223,140912,2010
233,222986,2010
234,222986,2010
237,222986,2010
236,137381,2010
245,75686,2010
236,180712,2010
234,243135,2010
235,243135,2010
233,95696,2010
237,95696,2010
231,204389,2010
232,204389,2010
240,96967,2010
241,96967,2010
233,84906,2010
234,84906,2010
233,439172,2010
234,439172,2010
989,176455,2010
993,176455,2010
988,72735,2010
983,71515,2010
986,427044,2010
985,102501,2010
986,102501,2010
993,79223,2010
988,89744,2010
991,89744,2010
993,89744,2010
985,72882,2010
982,78681,2010
980,1937961,2010
981,1937961,2010
982,1937961,2010
983,1937961,2010
984,1937961,2010
980,251809,2010
981,251809,2010
983,251809,2010
985,251809,2010
983,75487,2010
985,75487,2010
980,795628,2010
983,795628,2010
984,795628,2010
985,795628,2010
982,117102,2010
980,715470,2010
982,715470,2010
990,472147,2010
991,472147,2010
992,472147,2010
985,253087,2010
982,201628,2010
989,244485,2010
993,244485,2010
254,104641,2010
255,96378,2010
257,96378,2010
263,69233,2010
264,69233,2010
265,69233,2010
250,192976,2010
251,192976,2010
252,192976,2010
253,192976,2010
255,192976,2010
263,96791,2010
265,96791,2010
250,78904,2010
251,78904,2010
252,78904,2010
258,78904,2010
259,78904,2010
261,86990,2010
541,248506,2010
542,248506,2010
543,248506,2010
535,489309,2010
537,489309,2010
539,489309,2010
530,88748,2010
535,88748,2010
539,88748,2010
547,98928,2010
530,101665,2010
539,101665,2010
549,101665,2010
530,83693,2010
531,83693,2010
535,83693,2010
531,166671,2010
534,166671,2010
546,114874,2010
530,81349,2010
541,81349,2010
542,81349,2010
544,134104,2010
530,948944,2010
531,948944,2010
532,948944,2010
541,176912,2010
543,176912,2010
549,176912,2010
530,86365,2010
532,86365,2010
544,70053,2010
549,70053,2010
531,195510,2010
534,195510,2010
531,160310,2010
535,160310,2010
540,84442,2010
547,84442,2010
530,115472,2010
531,102205,2010
535,102205,2010
530,131971,2010
530,389964,2010
531,389964,2010
532,389964,2010
549,167059,2010
544,74793,2010
546,74793,2010
820,92127,2010
826,75507,2010
364,186717,2011
365,186717,2011
350,117797,2011
359,117797,2011
362,117797,2011
350,80536,2011
351,80536,2011
355,80536,2011
356,80536,2011
359,80536,2011
357,71375,2011
359,71375,2011
350,80162,2011
351,80162,2011
360,80162,2011
351,104303,2011
359,104303,2011
362,104303,2011
363,102369,2011
350,658931,2011
351,658931,2011
352,658931,2011
354,658931,2011
356,92781,2011
368,143468,2011
356,85369,2011
357,85369,2011
357,340111,2011
358,340111,2011
350,94166,2011
351,94166,2011
357,94166,2011
359,94166,2011
365,412577,2011
366,412577,2011
360,232032,2011
361,232032,2011
350,119953,2011
351,119953,2011
356,119953,2011
357,119953,2011
350,84398,2011
351,84398,2011
359,84398,2011
350,197936,2011
351,197936,2011
352,197936,2011
350,81664,2011
351,81664,2011
362,81664,2011
350,197211,2011
351,197211,2011
354,197211,2011
355,197211,2011
350,66661,2011
351,66661,2011
355,66661,2011
995,295570,2011
997,99192,2011
996,91946,2011
859,72401,2011
860,72401,2011
865,72401,2011
856,133289,2011
859,134511,2011
860,134511,2011
863,134511,2011
864,134511,2011
850,3880244,2011
851,3880244,2011
852,3880244,2011
853,3880244,2011
855,3880244,2011
853,202351,2011
860,202351,2011
864,202351,2011
859,107398,2011
860,107398,2011
865,107398,2011
853,989569,2011
856,989569,2011
857,989569,2011
851,382992,2011
852,382992,2011
855,382992,2011
856,382992,2011
857,382992,2011
853,211888,2011
860,211888,2011
863,211888,2011
853,200870,2011
727,227556,2011
724,98315,2011
720,116342,2011
721,116342,2011
719,97124,2011
720,97124,2011
721,97124,2011
716,76246,2011
720,76246,2011
721,76246,2011
720,69341,2011
721,69341,2011
720,386299,2011
721,386299,2011
722,386299,2011
719,109526,2011
720,109526,2011
721,109526,2011
722,109526,2011
729,127127,2011
727,207521,2011
729,207521,2011
720,78167,2011
721,78167,2011
725,78167,2011
945,1529875,2011
946,1529875,2011
947,1529875,2011
950,1529875,2011
953,1529875,2011
959,220266,2011
945,1066096,2011
946,1066096,2011
947,1066096,2011
948,1066096,2011
956,180938,2011
957,180938,2011
961,180938,2011
932,942904,2011
936,942904,2011
937,942904,2011
938,942904,2011
955,134761,2011
922,177057,2011
932,851710,2011
933,851710,2011
934,851710,2011
935,851710,2011
932,153765,2011
936,153765,2011
954,64323,2011
900,9889056,2011
902,9889056,2011
903,9889056,2011
904,9889056,2011
905,9889056,2011
906,9889056,2011
907,9889056,2011
908,9889056,2011
910,9889056,2011
911,9889056,2011
912,9889056,2011
913,9889056,2011
914,9889056,2011
915,9889056,2011
916,9889056,2011
917,9889056,2011
918,9889056,2011
930,9889056,2011
932,9889056,2011
935,9889056,2011
936,152925,2011
949,255031,2011
954,87553,2011
955,87553,2011
936,259898,2011
953,259898,2011
934,421898,2011
939,421898,2011
950,421898,2011
945,138088,2011
954,138088,2011
956,98612,2011
957,98612,2011
959,98612,2011
961,98612,2011
906,3055745,2011
907,3055745,2011
908,3055745,2011
926,3055745,2011
927,3055745,2011
928,3055745,2011
956,357138,2011
957,357138,2011
959,357138,2011
961,357138,2011
917,2239620,2011
920,2239620,2011
922,2239620,2011
923,2239620,2011
925,2239620,2011
928,2239620,2011
945,1436105,2011
956,1436105,2011
957,1436105,2011
958,1436105,2011
917,2065377,2011
922,2065377,2011
923,2065377,2011
924,2065377,2011
925,2065377,2011
928,2065377,2011
935,2065377,2011
919,3140069,2011
920,3140069,2011
921,3140069,2011
925,3140069,2011
926,3140069,2011
940,812826,2011
941,812826,2011
952,696214,2011
953,696214,2011
956,696214,2011
934,271969,2011
940,727209,2011
941,727209,2011
943,727209,2011
944,727209,2011
930,426878,2011
931,426878,2011
932,426878,2011
934,426878,2011
940,1809378,2011
943,1809378,2011
945,1809378,2011
950,1809378,2011
951,1809378,2011
940,264298,2011
950,264298,2011
960,177774,2011
945,416471,2011
956,416471,2011
945,488116,2011
949,488116,2011
954,488116,2011
952,518522,2011
953,518522,2011
956,94919,2011
958,94919,2011
959,94919,2011
932,449253,2011
936,449253,2011
902,831771,2011
913,831771,2011
930,831771,2011
932,831771,2011
956,202054,2011
957,202054,2011
959,202054,2011
956,72578,2011
959,72578,2011
800,451443,2011
801,451443,2011
802,451443,2011
806,451443,2011
807,451443,2011
800,584948,2011
801,584948,2011
802,584948,2011
800,299378,2011
803,299378,2011
804,299378,2011
805,299378,2011
800,619968,2011
801,619968,2011
802,619968,2011
800,292167,2011
801,292167,2011
804,292167,2011
801,636963,2011
808,636963,2011
809,636963,2011
810,636963,2011
800,539884,2011
801,539884,2011
802,539884,2011
803,539884,2011
804,539884,2011
805,305525,2011
806,305525,2011
815,147083,2011
816,147083,2011
808,160545,2011
810,160545,2011
812,160545,2011
805,258638,2011
806,258638,2011
807,258638,2011
64,925899,2011
66,925899,2011
67,925899,2011
68,925899,2011
69,925899,2011
60,894705,2011
61,894705,2011
64,894705,2011
67,894705,2011
60,188789,2011
67,188789,2011
68,188789,2011
60,166043,2011
64,166043,2011
60,861113,2011
64,861113,2011
65,861113,2011
67,861113,2011
62,273502,2011
63,273502,2011
64,273502,2011
60,152507,2011
62,152507,2011
64,152507,2011
62,118151,2011
63,118151,2011
199,164834,2011
197,541971,2011
198,541971,2011
199,541971,2011
199,200330,2011
200,617996,2011
202,617996,2011
203,617996,2011
204,617996,2011
205,617996,2011
320,249365,2011
326,249365,2011
324,169856,2011
327,543566,2011
328,543566,2011
329,543566,2011
330,1780172,2011
331,1780172,2011
333,1780172,2011
334,1780172,2011
339,160511,2011
342,160511,2011
344,140031,2011
346,140031,2011
320,192370,2011
321,192370,2011
322,192370,2011
326,192370,2011
341,328134,2011
320,67485,2011
326,67485,2011
320,870709,2011
322,870709,2011
325,299114,2011
320,97376,2011
321,97376,2011
335,173094,2011
344,173094,2011
346,173094,2011
338,98630,2011
339,98630,2011
342,98630,2011
349,98630,2011
335,1267775,2011
336,1267775,2011
338,1267775,2011
329,138894,2011
321,301019,2011
327,301019,2011
347,301019,2011
339,631330,2011
341,631330,2011
323,277971,2011
335,327142,2011
338,327142,2011
342,327142,2011
321,332529,2011
326,332529,2011
327,332529,2011
344,332529,2011
334,147495,2011
349,147495,2011
330,2554766,2011
331,2554766,2011
332,2554766,2011
330,73873,2011
320,74195,2011
322,74195,2011
325,183482,2011
327,1169107,2011
328,1169107,2011
347,1169107,2011
328,276163,2011
338,276163,2011
347,276163,2011
349,276163,2011
334,1335187,2011
335,466457,2011
346,466457,2011
336,917398,2011
337,917398,2011
346,917398,2011
335,609492,2011
338,609492,2011
347,609492,2011
320,74041,2011
321,74041,2011
326,74041,2011
320,195823,2011
321,195823,2011
322,195823,2011
349,280379,2011
325,154104,2011
342,382213,2011
327,425071,2011
321,97756,2011
335,97756,2011
344,97756,2011
347,97756,2011
321,494804,2011
327,494804,2011
300,69912,2011
305,69912,2011
306,69912,2011
301,100421,2011
310,156433,2011
312,156433,2011
304,72881,2011
313,72881,2011
301,111159,2011
313,271544,2011
314,271544,2011
300,218286,2011
301,218286,2011
305,218286,2011
306,117344,2011
302,261532,2011
303,261532,2011
300,697553,2011
301,697553,2011
303,697553,2011
311,697553,2011
308,128112,2011
309,128112,2011
302,129629,2011
300,699893,2011
302,699893,2011
303,699893,2011
311,699893,2011
399,699893,2011
317,94788,2011
398,94788,2011
301,133355,2011
302,107784,2011
311,107784,2011
301,95989,2011
307,95989,2011
300,181840,2011
301,181840,2011
305,181840,2011
300,949599,2011
302,949599,2011
303,949599,2011
311,949599,2011
315,80386,2011
300,824941,2011
303,824941,2011
305,824941,2011
306,824941,2011
311,824941,2011
305,183052,2011
302,207360,2011
310,143925,2011
313,65451,2011
316,111885,2011
318,194107,2011
319,194107,2011
300,100814,2011
302,100814,2011
310,100814,2011
301,143542,2011
308,201217,2011
309,201217,2011
300,85765,2011
302,85765,2011
302,67764,2011
318,67764,2011
307,68848,2011
300,84580,2011
306,84580,2011
307,103184,2011
967,186738,2011
967,963607,2011
968,963607,2011
967,67701,2011
967,156693,2011
836,400842,2011
837,400842,2011
832,83691,2011
832,105772,2011
834,105772,2011
836,191694,2011
838,141132,2011
833,78005,2011
623,67159,2011
609,201685,2011
618,201685,2011
619,201685,2011
600,5217080,2011
601,5217080,2011
602,5217080,2011
603,5217080,2011
