store_code_uc,store_zip3,fips_state_code,fips_state_descr,fips_county_code,fips_county_descr,years_all,years_drink
6664915,622,17,IL,119,MADISON,0,0
6664932,975,41,OR,29,JACKSON,1,0
6665091,926,6,CA,59,ORANGE,0,0
6665371,752,48,TX,113,DALLAS,1,1
6665376,386,28,MS,33,DE SOTO,1,1
6665531,199,10,DE,5,SUSSEX,1,0
6665719,292,0,0,0,0,0,0
6665747,307,13,GA,83,DADE,1,0
6666928,191,0,0,0,0,0,0
6667005,331,0,0,0,0,0,0
6667119,315,13,GA,5,BACON,1,1
6667391,388,28,MS,81,LEE,1,1
6667477,338,12,FL,105,POLK,1,1
6667522,531,55,WI,59,KENOSHA,1,1
6667590,718,5,AR,57,HEMPSTEAD,1,1
6667880,327,12,FL,127,VOLUSIA,1,1
6668328,144,36,NY,73,ORLEANS,1,1
6668731,140,36,NY,13,CHAUTAUQUA,1,1
6668755,232,51,VA,87,HENRICO,1,0
6668828,891,32,NV,3,CLARK,1,0
6669003,273,37,NC,105,LEE,1,1
6669134,199,10,DE,1,KENT,1,1
6669266,935,6,CA,37,LOS ANGELES,1,1
6669356,711,22,LA,17,CADDO,1,1
6669365,930,6,CA,111,VENTURA,1,1
6669497,300,13,GA,117,FORSYTH,1,1
6669569,585,0,0,0,0,0,0
6669895,371,47,TN,149,RUTHERFORD,1,1
6669940,398,13,GA,253,SEMINOLE,1,1
6670171,917,6,CA,37,LOS ANGELES,0,0
6670212,78,34,NJ,41,WARREN,1,1
6670298,532,55,WI,79,MILWAUKEE,1,1
6670343,761,48,TX,439,TARRANT,1,1
6670615,80,34,NJ,15,GLOUCESTER,1,1
6670746,784,48,TX,355,NUECES,0,0
6670778,809,8,CO,41,EL PASO,1,1
6671018,873,35,NM,31,MCKINLEY,1,1
6671032,272,37,NC,81,GUILFORD,1,1
6671149,310,13,GA,159,JASPER,0,0
6671235,785,48,TX,427,STARR,1,1
6671502,296,45,SC,45,GREENVILLE,0,0
6671552,462,18,IN,97,MARION,1,1
6671684,917,6,CA,71,SAN BRNRDINO,1,1
6671916,146,36,NY,55,MONROE,1,1
6671955,462,18,IN,97,MARION,1,1
6672490,294,45,SC,19,CHARLESTON,1,1
6672761,301,13,GA,15,BARTOW,1,1
6672847,481,26,MI,161,WASHTENAW,1,0
6673047,270,37,NC,59,DAVIE,1,1
6673395,926,6,CA,59,ORANGE,1,1
6673436,133,36,NY,57,MONTGOMERY,1,0
6673776,480,26,MI,147,SAINT CLAIR,1,0
6673839,147,36,NY,13,CHAUTAUQUA,1,1
6673970,199,10,DE,5,SUSSEX,1,1
6674079,335,12,FL,101,PASCO,1,1
6674237,752,48,TX,113,DALLAS,0,0
6674242,148,36,NY,3,ALLEGANY,1,1
6674645,433,39,OH,117,MORROW,1,1
6674908,334,12,FL,99,PALM BEACH,1,1
6675179,165,42,PA,49,ERIE,1,1
6675211,915,6,CA,37,LOS ANGELES,1,1
6675293,937,6,CA,19,FRESNO,1,1
6675419,776,48,TX,361,ORANGE,1,0
6675714,436,39,OH,95,LUCAS,1,1
6675985,787,48,TX,453,TRAVIS,1,1
6676197,932,0,0,0,0,0,0
6676357,238,51,VA,41,CHESTERFIELD,1,1
6676388,302,13,GA,77,COWETA,1,1
6676420,190,42,PA,45,DELAWARE,1,1
6676520,80,34,NJ,15,GLOUCESTER,1,1
6676982,627,17,IL,167,SANGAMON,1,1
6677665,344,12,FL,83,MARION,1,1
6677883,756,48,TX,203,HARRISON,1,1
6677961,930,6,CA,111,VENTURA,1,1
6678068,328,12,FL,95,ORANGE,0,0
6678097,875,35,NM,39,RIO ARRIBA,1,0
6678535,928,6,CA,59,ORANGE,1,1
6678539,989,53,WA,37,KITTITAS,0,0
6678689,840,49,UT,11,DAVIS,1,1
6678838,710,22,LA,81,RED RIVER,1,1
6678846,129,0,0,0,0,0,0
6679092,840,49,UT,35,SALT LAKE,0,0
6679209,374,47,TN,65,HAMILTON,1,1
6679273,505,19,IA,79,HAMILTON,1,1
6679652,145,0,0,0,0,0,0
6679843,373,47,TN,139,POLK,1,1
6680124,337,12,FL,103,PINELLAS,1,1
6680301,846,49,UT,49,UTAH,0,0
6680418,303,13,GA,121,FULTON,1,1
6680486,302,13,GA,77,COWETA,1,1
6680690,452,39,OH,61,HAMILTON,1,1
6680889,300,13,GA,135,GWINNETT,1,1
6681052,757,48,TX,423,SMITH,1,1
6681107,846,49,UT,49,UTAH,1,1
6681264,296,0,0,0,0,0,0
6681292,301,13,GA,97,DOUGLAS,1,1
6681455,950,6,CA,85,SANTA CLARA,1,1
6681510,238,51,VA,135,NOTTOWAY,1,1
6681614,891,32,NV,3,CLARK,1,1
6681659,211,24,MD,3,ANNE ARUNDEL,1,1
6681667,297,0,0,0,0,0,0
6681858,760,0,0,0,0,0,0
6681913,224,51,VA,33,CAROLINE,1,1
6682030,609,17,IL,91,KANKAKEE,1,1
6682098,914,6,CA,37,LOS ANGELES,1,1
6682565,347,12,FL,69,LAKE,1,1
6682664,752,0,0,0,0,0,0
6682904,926,6,CA,59,ORANGE,1,1
6683067,787,48,TX,453,TRAVIS,1,1
6683122,237,51,VA,550,CHESAPEAKE,1,1
6683239,629,17,IL,165,SALINE,0,0
6683348,74,34,NJ,31,PASSAIC,1,0
6683525,549,55,WI,139,WINNEBAGO,1,1
6683616,958,6,CA,67,SACRAMENTO,1,0
6683995,296,45,SC,45,GREENVILLE,0,0
6684045,618,17,IL,19,CHAMPAIGN,1,1
6684254,483,26,MI,99,MACOMB,1,0
6684448,629,17,IL,87,JOHNSON,1,1
6684516,922,6,CA,65,RIVERSIDE,0,0
6684955,927,6,CA,59,ORANGE,0,0
6684983,292,45,SC,79,RICHLAND,1,1
6685241,750,48,TX,113,DALLAS,1,1
6685254,490,26,MI,77,KALAMAZOO,0,0
6685294,395,0,0,0,0,0,0
6685386,934,6,CA,83,SANTA BRBARA,1,1
6685521,752,48,TX,113,DALLAS,1,1
6685540,267,54,WV,57,MINERAL,1,1
6685820,440,39,OH,93,LORAIN,0,0
6685943,937,6,CA,19,FRESNO,1,1
6686060,620,17,IL,83,JERSEY,1,1
6686192,337,12,FL,103,PINELLAS,1,1
6686495,217,24,MD,21,FREDERICK,1,1
6686567,927,6,CA,59,ORANGE,0,0
6686749,256,54,WV,59,MINGO,1,1
6686866,613,17,IL,99,LA SALLE,1,1
6686898,370,47,TN,165,SUMNER,0,0
6687256,761,0,0,0,0,0,0
6687301,239,51,VA,29,BUCKINGHAM,1,1
6687401,337,12,FL,103,PINELLAS,1,1
6687704,206,24,MD,9,CALVERT,1,1
6688107,229,51,VA,3,ALBEMARLE,1,1
6688478,625,17,IL,115,MACON,1,1
6688587,304,13,GA,163,JEFFERSON,1,1
6689262,152,42,PA,3,ALLEGHENY,1,1
6689302,474,18,IN,105,MONROE,1,1
6689534,274,37,NC,81,GUILFORD,1,0
6689591,785,0,0,0,0,0,0
6689637,296,45,SC,45,GREENVILLE,1,1
6689687,462,18,IN,97,MARION,1,1
6689705,462,18,IN,97,MARION,1,1
6689878,640,29,MO,165,PLATTE,1,0
6690108,462,18,IN,97,MARION,0,0
6690122,309,13,GA,245,RICHMOND,1,1
6690222,190,42,PA,17,BUCKS,1,1
6690480,770,48,TX,201,HARRIS,1,1
6690493,466,18,IN,141,ST JOSEPH,1,1
6690511,402,21,KY,111,JEFFERSON,1,1
6690782,857,0,0,0,0,0,0
6691005,77,34,NJ,25,MONMOUTH,1,0
6691127,973,41,OR,47,MARION,0,0
6691249,296,45,SC,1,ABBEVILLE,1,1
6691286,773,48,TX,339,MONTGOMERY,1,1
6691299,475,18,IN,101,MARTIN,1,1
6691417,126,36,NY,27,DUTCHESS,1,1
6691702,462,18,IN,97,MARION,1,1
6692336,972,41,OR,51,MULTNOMAH,1,1
6692508,462,18,IN,97,MARION,1,1
6692797,497,0,0,0,0,0,0
6692898,774,48,TX,201,HARRIS,1,1
6693043,750,48,TX,85,COLLIN,1,1
6693314,465,18,IN,39,ELKHART,1,1
6693346,286,37,NC,189,WATAUGA,1,1
6693849,875,35,NM,49,SANTA FE,1,1
6693948,977,41,OR,25,HARNEY,1,1
6694006,463,0,0,0,0,0,0
6694120,462,18,IN,97,MARION,1,1
6694138,402,21,KY,111,JEFFERSON,1,1
6694188,391,28,MS,89,MADISON,1,1
6694342,28,44,RI,3,KENT,1,1
6694351,989,53,WA,37,KITTITAS,1,1
6694555,245,51,VA,19,BEDFORD,0,0
6694655,980,53,WA,33,KING,1,1
6694754,840,49,UT,35,SALT LAKE,0,0
6694904,156,42,PA,129,WESTMORELND,1,1
6694958,271,37,NC,67,FORSYTH,1,1
6695157,920,6,CA,73,SAN DIEGO,1,1
6695307,156,42,PA,129,WESTMORELND,1,1
6695461,191,42,PA,101,PHILADELPHIA,1,1
6695560,913,6,CA,37,LOS ANGELES,0,0
6695800,890,32,NV,23,NYE,1,1
6695963,940,6,CA,85,SANTA CLARA,1,1
6696021,283,0,0,0,0,0,0
6696135,479,18,IN,45,FOUNTAIN,1,1
6696203,750,48,TX,85,COLLIN,1,1
6696769,956,6,CA,67,SACRAMENTO,1,1
6696941,466,18,IN,141,ST JOSEPH,1,1
6697009,201,51,VA,107,LOUDOUN,1,1
6697172,508,19,IA,159,RINGGOLD,1,0
6697390,785,48,TX,61,CAMERON,1,1
6697616,731,40,OK,109,OKLAHOMA,1,1
6698019,731,40,OK,109,OKLAHOMA,0,0
6698439,731,0,0,0,0,0,0
6698553,460,18,IN,95,MADISON,1,1
6698825,748,40,OK,133,SEMINOLE,0,0
6699016,191,42,PA,101,PHILADELPHIA,1,0
6699042,803,8,CO,13,BOULDER,0,0
6699359,460,18,IN,23,CLINTON,1,1
6699379,330,12,FL,87,MONROE,1,0
6699436,956,6,CA,113,YOLO,1,1
6700672,927,6,CA,59,ORANGE,0,0
6701134,450,39,OH,17,BUTLER,1,1
6701633,800,8,CO,1,ADAMS,1,1
6701909,302,13,GA,113,FAYETTE,1,1
6702066,769,0,0,0,0,0,0
6702135,207,24,MD,33,PRNC GEORGES,1,1
6702570,280,37,NC,119,MECKLENBURG,0,0
6702814,461,18,IN,97,MARION,1,1
6702855,290,45,SC,63,LEXINGTON,0,0
6702946,239,51,VA,117,MECKLENBURG,1,1
6703050,972,41,OR,51,MULTNOMAH,1,1
6703139,125,0,0,0,0,0,0
6703217,462,18,IN,97,MARION,0,0
6703521,349,12,FL,111,SAINT LUCIE,1,1
6703620,462,18,IN,97,MARION,0,0
6704327,309,13,GA,73,COLUMBIA,1,1
6704553,436,39,OH,95,LUCAS,1,1
6705232,537,55,WI,25,DANE,1,1
6705250,972,41,OR,51,MULTNOMAH,0,0
6705359,191,42,PA,101,PHILADELPHIA,1,1
6705635,537,55,WI,25,DANE,1,1
6706165,253,54,WV,39,KANAWHA,1,1
6706170,231,51,VA,115,MATHEWS,1,1
6706885,373,47,TN,65,HAMILTON,1,1
6707479,600,17,IL,97,LAKE,1,0
6707600,750,48,TX,113,DALLAS,1,1
6708053,19,25,MA,9,ESSEX,1,1
6708062,594,30,MT,35,GLACIER,1,1
6708569,378,47,TN,25,CLAIBORNE,0,0
6708692,731,40,OK,27,CLEVELAND,1,1
6709303,385,47,TN,27,CLAY,0,0
6710109,385,47,TN,175,VAN BUREN,0,0
6710518,448,39,OH,139,RICHLAND,1,0
6710598,494,26,MI,139,OTTAWA,1,1
6710766,191,42,PA,101,PHILADELPHIA,1,1
6711807,486,26,MI,145,SAGINAW,1,1
6712369,928,6,CA,65,RIVERSIDE,1,1
6712527,752,48,TX,113,DALLAS,1,1
6712600,191,42,PA,101,PHILADELPHIA,1,1
6712621,853,0,0,0,0,0,0
6712790,857,4,AZ,19,PIMA,1,1
6712947,284,0,0,0,0,0,0
6712962,67,9,CT,5,LITCHFIELD,0,0
6712993,525,19,IA,101,JEFFERSON,0,0
6713024,864,0,0,0,0,0,0
6713419,486,26,MI,129,OGEMAW,1,1
6713627,430,39,OH,159,UNION,0,0
6713830,924,0,0,0,0,0,0
6713999,601,17,IL,31,COOK,1,1
6714233,810,0,0,0,0,0,0
6714356,511,19,IA,193,WOODBURY,1,0
6714402,381,47,TN,157,SHELBY,1,1
6714636,331,0,0,0,0,0,0
6714868,710,22,LA,31,DE SOTO,1,1
6714978,481,0,0,0,0,0,0
6715031,88,34,NJ,23,MIDDLESEX,1,1
6715039,300,0,0,0,0,0,0
6715208,368,1,AL,113,RUSSELL,1,1
6715307,17,25,MA,17,MIDDLESEX,1,1
6715442,300,0,0,0,0,0,0
6715466,923,6,CA,71,SAN BRNRDINO,1,0
6715593,322,12,FL,31,DUVAL,1,1
6715611,328,12,FL,95,ORANGE,1,1
6715837,140,36,NY,37,GENESEE,1,1
6715845,302,0,0,0,0,0,0
6716240,436,39,OH,95,LUCAS,1,1
6716417,850,4,AZ,13,MARICOPA,1,1
6716516,17,25,MA,27,WORCESTER,1,1
6716643,448,39,OH,43,ERIE,1,1
6716651,503,0,0,0,0,0,0
6716821,20,25,MA,21,NORFOLK,1,0
6716977,241,0,0,0,0,0,0
6717054,403,0,0,0,0,0,0
6717223,325,12,FL,91,OKALOOSA,1,1
6717322,21,25,MA,21,NORFOLK,1,1
6717369,28,44,RI,7,PROVIDENCE,1,0
6717457,707,0,0,0,0,0,0
6717860,705,0,0,0,0,0,0
6718029,777,48,TX,245,JEFFERSON,1,1
6718087,405,21,KY,67,FAYETTE,1,1
6718127,420,0,0,0,0,0,0
6718128,381,47,TN,157,SHELBY,1,1
6718432,616,17,IL,143,PEORIA,1,1
6718490,405,21,KY,67,FAYETTE,1,1
6718531,381,47,TN,157,SHELBY,1,1
6718599,482,26,MI,163,WAYNE,1,1
6719069,444,0,0,0,0,0,0
6719238,917,6,CA,37,LOS ANGELES,1,1
6719472,18,0,0,0,0,0,0
6719633,801,8,CO,35,DOUGLAS,1,0
6719691,539,55,WI,57,JUNEAU,1,1
6719921,751,48,TX,113,DALLAS,1,1
6720026,805,8,CO,69,LARIMER,1,1
6720057,115,36,NY,59,NASSAU,1,1
6720447,770,48,TX,201,HARRIS,1,1
6720478,232,51,VA,87,HENRICO,0,0
6720742,68,9,CT,1,FAIRFIELD,1,0
6720913,906,6,CA,37,LOS ANGELES,1,1
6721007,770,0,0,0,0,0,0
6721253,787,48,TX,453,TRAVIS,1,1
6721316,927,6,CA,59,ORANGE,1,0
6721343,54,50,VT,7,CHITTENDEN,1,1
6721474,296,45,SC,77,PICKENS,0,0
6721487,833,0,0,0,0,0,0
6721544,561,27,MN,105,NOBLES,1,0
6721628,926,6,CA,59,ORANGE,0,0
6721656,752,48,TX,113,DALLAS,1,1
6721719,928,6,CA,59,ORANGE,1,1
6721736,394,0,0,0,0,0,0
6722285,451,39,OH,61,HAMILTON,1,1
6722444,327,12,FL,117,SEMINOLE,1,1
6722462,450,39,OH,17,BUTLER,1,1
6722599,770,48,TX,201,HARRIS,1,0
6722688,373,47,TN,11,BRADLEY,1,1
6722696,597,0,0,0,0,0,0
6722954,700,0,0,0,0,0,0
6723249,134,36,NY,43,HERKIMER,1,1
6723268,321,12,FL,69,LAKE,1,1
6723367,710,22,LA,119,WEBSTER,1,1
6723502,185,0,0,0,0,0,0
6723571,210,24,MD,5,BALTIMORE,0,0
6723702,245,51,VA,143,PITTSYLVANIA,1,1
6723770,729,5,AR,131,SEBASTIAN,1,1
6724074,335,12,FL,57,HILLSBOROUGH,1,1
6724137,320,12,FL,109,SAINT JOHNS,1,1
6724354,554,27,MN,53,HENNEPIN,0,0
6724374,841,49,UT,35,SALT LAKE,1,0
6724540,329,12,FL,9,BREVARD,1,1
6724662,920,6,CA,73,SAN DIEGO,1,1
6724880,799,48,TX,141,EL PASO,1,1
6725283,933,6,CA,29,KERN,1,1
6725284,20,25,MA,23,PLYMOUTH,1,0
6725554,472,18,IN,31,DECATUR,1,1
6725678,282,37,NC,119,MECKLENBURG,1,0
6726061,928,6,CA,59,ORANGE,0,0
6726089,724,5,AR,31,CRAIGHEAD,1,1
6726152,301,13,GA,97,DOUGLAS,1,1
6726283,240,51,VA,161,ROANOKE,1,1
6726360,470,18,IN,137,RIPLEY,1,1
6726664,920,6,CA,73,SAN DIEGO,0,0
6727035,752,48,TX,113,DALLAS,1,1
6727100,741,40,OK,143,TULSA,1,0
6727116,296,45,SC,77,PICKENS,0,0
6727139,601,17,IL,31,COOK,0,0
6727166,473,18,IN,35,DELAWARE,1,1
6727361,602,17,IL,31,COOK,1,1
6727569,473,18,IN,65,HENRY,1,1
6727701,381,47,TN,157,SHELBY,1,1
6727764,600,17,IL,31,COOK,1,1
6727841,756,48,TX,401,RUSK,0,0
6727873,294,45,SC,19,CHARLESTON,0,0
6728076,928,6,CA,59,ORANGE,0,0
6728338,782,0,0,0,0,0,0
6728375,474,18,IN,117,ORANGE,1,1
6728634,850,4,AZ,13,MARICOPA,1,1
6728647,759,48,TX,419,SHELBY,1,1
6728778,473,18,IN,177,WAYNE,1,1
6728910,234,51,VA,810,VIRGINIA BCH,1,1
6728973,604,17,IL,197,WILL,1,1
6729205,481,26,MI,163,WAYNE,1,0
6729393,936,0,0,0,0,0,0
6729453,760,48,TX,221,HOOD,1,1
6729547,633,0,0,0,0,0,0
6729716,329,12,FL,9,BREVARD,1,1
6729919,837,16,ID,1,ADA,1,1
6729987,479,18,IN,181,WHITE,0,0
6730350,241,51,VA,67,FRANKLIN,1,1
6730602,288,0,0,0,0,0,0
6730925,325,12,FL,91,OKALOOSA,1,1
6731088,245,0,0,0,0,0,0
6731408,864,0,0,0,0,0,0
6731599,463,18,IN,91,LA PORTE,1,1
6731637,744,0,0,0,0,0,0
6731731,778,48,TX,41,BRAZOS,1,1
6731732,15,25,MA,27,WORCESTER,1,0
6732002,411,21,KY,135,LEWIS,1,1
6732197,705,22,LA,55,LAFAYETTE,1,1
6732306,890,32,NV,3,CLARK,0,0
6732429,60,9,CT,3,HARTFORD,1,0
6732434,201,51,VA,107,LOUDOUN,1,0
6732537,774,48,TX,157,FORT BEND,1,1
6732709,891,32,NV,3,CLARK,1,1
6732940,381,47,TN,157,SHELBY,1,1
6733029,782,0,0,0,0,0,0
6733211,402,21,KY,111,JEFFERSON,1,1
6733329,850,4,AZ,13,MARICOPA,1,1
6733343,371,47,TN,149,RUTHERFORD,1,1
6733406,208,24,MD,31,MONTGOMERY,1,1
6733614,402,21,KY,111,JEFFERSON,1,1
6733746,494,26,MI,139,OTTAWA,1,1
6734420,401,21,KY,93,HARDIN,0,0
6734955,278,37,NC,195,WILSON,1,1
6735226,402,21,KY,111,JEFFERSON,1,1
6735250,485,26,MI,49,GENESEE,1,0
6735358,770,48,TX,201,HARRIS,1,1
6735792,286,37,NC,97,IREDELL,1,1
6736032,411,21,KY,89,GREENUP,1,1
6736156,545,55,WI,125,VILAS,1,0
6736164,358,1,AL,89,MADISON,1,1
6736177,757,48,TX,423,SMITH,1,1
6736227,392,28,MS,49,HINDS,1,1
6736304,782,48,TX,29,BEXAR,0,0
6736377,180,0,0,0,0,0,0
6736558,800,8,CO,59,JEFFERSON,1,1
6736970,720,5,AR,125,SALINE,1,1
6737050,847,0,0,0,0,0,0
6737110,785,48,TX,61,CAMERON,0,0
6737241,423,21,KY,183,OHIO,0,0
6737463,232,51,VA,87,HENRICO,1,1
6737703,648,29,MO,97,JASPER,0,0
6737916,785,48,TX,215,HIDALGO,0,0
6737957,982,0,0,0,0,0,0
6738179,741,40,OK,143,TULSA,1,1
6738278,490,26,MI,25,CALHOUN,0,0
6738319,794,48,TX,303,LUBBOCK,1,1
6738383,234,51,VA,810,VIRGINIA BCH,1,0
6738568,477,18,IN,163,VANDERBURGH,1,1
6738582,378,47,TN,9,BLOUNT,1,1
6738613,20,25,MA,21,NORFOLK,1,1
6738722,799,48,TX,141,EL PASO,1,1
6738853,424,21,KY,233,WEBSTER,0,0
6739170,921,6,CA,73,SAN DIEGO,1,1
6739528,227,51,VA,61,FAUQUIER,1,1
6739659,401,21,KY,29,BULLITT,1,1
6739931,234,51,VA,800,SUFFOLK,0,0
6740334,238,51,VA,41,CHESTERFIELD,1,1
6740465,427,21,KY,99,HART,1,1
6740562,710,22,LA,13,BIENVILLE,1,0
6740737,240,51,VA,89,HENRY,1,1
6740868,426,21,KY,147,MCCREARY,1,1
6740877,296,45,SC,77,PICKENS,0,0
6741063,112,36,NY,47,KINGS,1,1
6741140,229,51,VA,125,NELSON,0,0
6741295,301,13,GA,97,DOUGLAS,1,0
6741389,20,25,MA,21,NORFOLK,1,1
6741466,113,36,NY,81,QUEENS,1,1
6741674,423,21,KY,59,DAVIESS,0,0
6741869,114,36,NY,81,QUEENS,1,1
6741905,532,55,WI,79,MILWAUKEE,1,1
6741946,241,51,VA,89,HENRY,1,1
6742201,240,51,VA,23,BOTETOURT,1,0
6742240,280,37,NC,45,CLEVELAND,0,0
6742443,331,0,0,0,0,0,0
6742480,416,21,KY,71,FLOYD,1,1
6742675,104,36,NY,5,BRONX,0,0
6742752,245,51,VA,31,CAMPBELL,1,1
6742892,804,8,CO,19,CLEAR CREEK,1,1
6743132,714,0,0,0,0,0,0
6743155,246,51,VA,27,BUCHANAN,1,1
6743481,100,36,NY,61,NEW YORK,1,1
6743508,50,50,VT,27,WINDSOR,1,1
6743689,405,21,KY,67,FAYETTE,1,1
6743961,532,55,WI,79,MILWAUKEE,1,1
6744055,430,0,0,0,0,0,0
6744364,532,55,WI,79,MILWAUKEE,0,0
6745043,347,12,FL,69,LAKE,1,1
6745170,539,55,WI,57,JUNEAU,1,1
6745301,402,21,KY,111,JEFFERSON,1,1
6745405,928,6,CA,59,ORANGE,1,1
6745573,390,28,MS,79,LEAKE,0,0
6745728,47,23,ME,3,AROOSTOOK,1,0
6745899,100,36,NY,61,NEW YORK,1,1
6745976,547,55,WI,35,EAU CLAIRE,0,0
6746252,985,53,WA,67,THURSTON,1,1
6746379,265,54,WV,61,MONONGALIA,1,1
6746406,801,0,0,0,0,0,0
6746510,413,21,KY,25,BREATHITT,1,1
6746682,527,19,IA,139,MUSCATINE,1,0
6746741,549,55,WI,87,OUTAGAMIE,1,1
6746877,254,54,WV,3,BERKELEY,1,1
6747085,527,19,IA,139,MUSCATINE,1,0
6747108,100,36,NY,61,NEW YORK,1,1
6747316,284,37,NC,129,NEW HANOVER,0,0
6747434,439,39,OH,67,HARRISON,1,1
6747837,48,23,ME,13,KNOX,1,1
6748017,391,0,0,0,0,0,0
6748122,303,13,GA,121,FULTON,0,0
6748486,276,37,NC,183,WAKE,1,0
6748643,123,36,NY,93,SCHENECTADY,1,1
6748937,287,37,NC,89,HENDERSON,0,0
6749046,123,36,NY,93,SCHENECTADY,1,1
6749245,106,36,NY,119,WESTCHESTER,0,0
6749331,424,21,KY,101,HENDERSON,1,1
6749494,282,37,NC,119,MECKLENBURG,1,1
6750032,782,0,0,0,0,0,0
6750051,104,36,NY,5,BRONX,1,1
6750087,296,0,0,0,0,0,0
6750146,804,8,CO,49,GRAND,0,0
6750540,410,21,KY,69,FLEMING,1,1
6750857,112,36,NY,47,KINGS,1,1
6750875,325,12,FL,113,SANTA ROSA,1,1
6750967,300,13,GA,121,FULTON,1,0
6751309,950,0,0,0,0,0,0
6751355,456,39,OH,87,LAWRENCE,1,1
6751644,799,0,0,0,0,0,0
6752009,201,51,VA,107,LOUDOUN,1,0
6752270,122,36,NY,1,ALBANY,1,1
6752326,860,4,AZ,5,COCONINO,1,0
6752347,441,39,OH,35,CUYAHOGA,1,1
6752469,112,36,NY,47,KINGS,1,1
6752822,752,48,TX,113,DALLAS,1,1
6752958,484,26,MI,151,SANILAC,1,1
6753170,804,0,0,0,0,0,0
6753187,631,0,0,0,0,0,0
6753230,328,12,FL,95,ORANGE,1,1
6753479,128,36,NY,115,WASHINGTON,1,1
6753562,774,48,TX,157,FORT BEND,1,0
6753582,925,0,0,0,0,0,0
6754117,296,45,SC,7,ANDERSON,1,1
6754122,322,12,FL,31,DUVAL,1,1
6754167,494,26,MI,121,MUSKEGON,1,1
6754439,837,16,ID,1,ADA,1,1
6754679,544,55,WI,97,PORTAGE,1,1
6754842,403,21,KY,173,MONTGOMERY,1,1
6754973,411,21,KY,43,CARTER,1,1
6755240,752,48,TX,113,DALLAS,1,1
6755557,991,53,WA,51,PEND OREILLE,1,1
6755643,752,48,TX,113,DALLAS,1,1
6755648,108,36,NY,119,WESTCHESTER,1,1
6756051,380,47,TN,157,SHELBY,0,0
6756383,740,0,0,0,0,0,0
6756480,21,0,0,0,0,0,0
6756816,549,55,WI,39,FOND DU LAC,0,0
6756902,117,36,NY,103,SUFFOLK,1,1
6757012,775,48,TX,167,GALVESTON,1,0
6757183,190,42,PA,45,DELAWARE,1,1
6757389,103,36,NY,85,RICHMOND,1,0
6757391,631,29,MO,510,ST LOUIS CTY,1,1
6757573,82,34,NJ,9,CAPE MAY,0,0
6757708,117,36,NY,103,SUFFOLK,0,0
6758066,982,53,WA,29,ISLAND,1,1
6758306,708,22,LA,33,E BATON RGE,1,1
6758495,972,0,0,0,0,0,0
6758600,400,21,KY,211,SHELBY,1,1
6759003,426,21,KY,207,RUSSELL,1,1
6759601,29,44,RI,7,PROVIDENCE,1,1
6759637,549,55,WI,87,OUTAGAMIE,1,0
6759841,913,6,CA,37,LOS ANGELES,1,1
6759918,236,51,VA,650,HAMPTON CITY,1,1
6759981,937,6,CA,19,FRESNO,1,1
6760107,950,0,0,0,0,0,0
6760321,322,12,FL,31,DUVAL,1,1
6760556,681,31,NE,55,DOUGLAS,1,0
6760588,144,36,NY,37,GENESEE,0,0
6760724,741,40,OK,143,TULSA,1,1
6760950,802,8,CO,31,DENVER,0,0
6761122,928,6,CA,59,ORANGE,1,1
6761408,282,37,NC,119,MECKLENBURG,0,0
6761445,377,47,TN,105,LOUDON,1,1
6761489,852,4,AZ,13,MARICOPA,1,1
6761530,212,24,MD,5,BALTIMORE,0,0
6761892,850,4,AZ,13,MARICOPA,1,1
6761928,928,6,CA,59,ORANGE,0,0
6761933,327,12,FL,127,VOLUSIA,1,1
6762141,113,36,NY,81,QUEENS,0,0
6762200,164,42,PA,49,ERIE,1,1
6762214,292,45,SC,79,RICHLAND,1,1
6762227,404,21,KY,151,MADISON,1,1
6762251,528,19,IA,163,SCOTT,1,0
6762458,454,39,OH,57,GREENE,1,1
6762734,928,6,CA,59,ORANGE,1,1
6762861,532,55,WI,79,MILWAUKEE,1,1
6762947,113,36,NY,81,QUEENS,1,1
6763350,113,36,NY,81,QUEENS,1,1
6763667,972,41,OR,51,MULTNOMAH,0,0
6763812,193,42,PA,29,CHESTER,1,1
6763839,147,36,NY,13,CHAUTAUQUA,1,1
6763948,70,34,NJ,27,MORRIS,1,1
6764183,511,19,IA,193,WOODBURY,1,0
6764266,377,47,TN,105,LOUDON,0,0
6764491,863,4,AZ,25,YAVAPAI,1,1
6764541,638,0,0,0,0,0,0
6764586,571,46,SD,99,MINNEHAHA,1,0
6764663,208,24,MD,31,MONTGOMERY,1,1
6764713,894,32,NV,5,DOUGLAS,1,1
6764962,117,36,NY,59,NASSAU,0,0
6765116,857,0,0,0,0,0,0
6765424,145,36,NY,121,WYOMING,0,0
6765451,232,51,VA,87,HENRICO,1,1
6765519,857,0,0,0,0,0,0
6765768,115,36,NY,59,NASSAU,0,0
6765854,421,21,KY,171,MONROE,1,1
6765922,920,6,CA,73,SAN DIEGO,1,1
6765958,928,6,CA,59,ORANGE,1,1
6766257,404,21,KY,137,LINCOLN,0,0
6766325,38,33,NH,3,CARROLL,1,1
6767380,110,36,NY,59,NASSAU,1,1
6767466,407,21,KY,125,LAUREL,1,1
6767869,424,21,KY,107,HOPKINS,0,0
6767901,105,36,NY,79,PUTNAM,1,1
6768186,110,36,NY,59,NASSAU,0,0
6768368,921,6,CA,73,SAN DIEGO,0,0
